28	27	08	17	07	26	13
17	09	21	10	05	26	11
11	28	12	03	31	10	19
03	04	16	12	10	26	18
27	19	08	23	07	18	24
15	07	02	24	11	19	03
01	24	29	23	13	28	15
16	04	05	12	27	26	02
18	29	01	22	05	24	10
30	11	18	28	26	03	20
27	23	13	25	01	20	06
28	31	29	13	23	25	24
23	30	04	16	01	28	18
17	04	24	28	27	11	06
25	20	24	18	26	31	23
05	20	10	14	09	27	23
08	19	21	24	04	20	29
11	04	07	20	01	12	13
15	01	23	06	05	10	19
06	13	10	07	28	11	29
04	15	08	23	03	09	20
16	27	07	26	08	15	20
04	10	29	09	31	28	30
14	26	03	23	29	06	15
25	27	04	14	28	05	09
25	11	15	13	04	12	10
31	22	10	23	20	30	05
01	25	16	15	08	05	06
11	05	19	31	25	30	08
19	24	30	03	05	12	18
20	10	22	08	01	27	16
16	09	31	20	15	14	13
03	14	10	19	09	29	24
17	04	18	09	23	28	27
16	15	29	13	10	06	21
21	16	27	11	24	23	14
15	13	26	16	11	07	09
07	01	19	05	08	22	09
19	05	22	13	20	01	30
08	31	17	03	09	06	30
17	05	26	29	28	16	13
03	31	21	06	20	27	02
28	11	17	19	31	07	02
02	07	16	13	24	29	21
14	04	09	18	08	25	17
12	14	09	08	06	31	27
28	26	04	18	14	23	09
21	10	02	18	08	09	25
12	20	19	25	07	15	10
01	16	18	29	05	09	04
06	17	30	27	31	19	04
17	06	04	20	25	26	18
20	11	03	02	07	08	09
31	27	25	01	18	08	24
14	11	01	16	25	09	22
22	05	15	17	04	26	29
27	01	17	28	02	12	04
10	16	12	20	23	13	06
